Fecha de reporte ,Sexo,Grupo de Edad,Nacionalidad,Fecha de desaparicion,Entidad de desaparicion,Municipio/Alcadia de la desaparicion,Estatus,Fecha de localizacion,Entidad de la localizacion
11/11/2022,HOMBRE,30-34 AÑOS,MEXICANA,12/10/2022,CIUDAD DE MEXICO,TLAHUAC,LOCALIZADO(A),12/12/2022,CIUDAD DE MEXICO
11/11/2022,HOMBRE,10-14 AÑOS,MEXICANA,10/11/2022,CIUDAD DE MEXICO,VENUSTIANO CARRANZA,LOCALIZADO(A),17/11/2022,CIUDAD DE MEXICO
11/11/2022,HOMBRE,40-44 AÑOS,MEXICANA,12/03/2019,CIUDAD DE MEXICO,VENUSTIANO CARRANZA,DESAPARECIDO(A),,
11/11/2022,HOMBRE,40-44 AÑOS,MEXICANA,10/11/2022,CIUDAD DE MEXICO,XOCHIMILCO,LOCALIZADO(A),18/11/2022,CIUDAD DE MEXICO
11/11/2022,MUJER,15-17 AÑOS,MEXICANA,07/11/2022,CIUDAD DE MEXICO,IZTAPALAPA,LOCALIZADO(A),S/D,S/D
10/11/2022,MUJER,10-14 AÑOS,MEXICANA,09/11/2022,CIUDAD DE MEXICO,IZTAPALAPA,DESAPARECIDO(A),,
10/11/2022,MUJER,65-69 AÑOS,MEXICANA,08/11/2022,CIUDAD DE MEXICO,GUSTAVO A. MADERO,LOCALIZADO(A),12/11/2022,MORELOS
10/11/2022,HOMBRE,30-34 AÑOS,MEXICANA,07/11/2022,CIUDAD DE MEXICO,CUAUHTEMOC,LOCALIZADO(A),12/11/2022,ESTADO DE MEXICO
10/11/2022,MUJER,10-14 AÑOS,MEXICANA,04/11/2022,CIUDAD DE MEXICO,CUAUHTEMOC,DESAPARECIDO(A),,
10/11/2022,HOMBRE,35-39 AÑOS,MEXICANA,14/05/2022,CIUDAD DE MEXICO,XOCHIMILCO,DESAPARECIDO(A),,
09/11/2022,MUJER,25-29 AÑOS,EXTRANJERA,07/11/2022,CIUDAD DE MEXICO,GUSTAVO A. MADERO,LOCALIZADO(A),10/11/2022,HIDALGO
09/11/2022,HOMBRE,70 AÑOS O MAS,MEXICANA,09/11/2022,CIUDAD DE MEXICO,CUAUHTEMOC,LOCALIZADO(A),09/11/2022,GUERRERO
08/11/2022,HOMBRE,20-24 AÑOS,MEXICANA,02/11/2022,CIUDAD DE MEXICO,IZTAPALAPA,LOCALIZADO(A),09/11/2022,CIUDAD DE MEXICO
08/11/2022,MUJER,20-24 AÑOS,MEXICANA,21/10/2022,CIUDAD DE MEXICO,TLAHUAC,LOCALIZADO(A),29/11/2022,CIUDAD DE MEXICO
08/11/2022,MUJER,20-24 AÑOS,MEXICANA,07/11/2022,CIUDAD DE MEXICO,MIGUEL HIDALGO,LOCALIZADO(A),12/11/2022,JALISCO
08/11/2022,HOMBRE,55-59 AÑOS,MEXICANA,13/08/2022,CIUDAD DE MEXICO,IZTAPALAPA,DESAPARECIDO(A),,
08/11/2022,HOMBRE,70 AÑOS O MAS,MEXICANA,07/11/2022,CIUDAD DE MEXICO,CUAUHTEMOC,LOCALIZADO(A),08/11/2022,CIUDAD DE MEXICO
07/11/2022,HOMBRE,55-59 AÑOS,MEXICANA,30/10/2022,CIUDAD DE MEXICO,IZTAPALAPA,DESAPARECIDO(A),,
07/11/2022,HOMBRE,10-14 AÑOS,MEXICANA,16/10/2022,CIUDAD DE MEXICO,TLAHUAC,LOCALIZADO(A),15/12/2022,CIUDAD DE MEXICO
05/11/2022,MUJER,15-17 AÑOS,MEXICANA,03/11/2022,CIUDAD DE MEXICO,GUSTAVO A. MADERO,LOCALIZADO(A),15/11/2022,CIUDAD DE MEXICO
05/11/2022,HOMBRE,10-14 AÑOS,MEXICANA,29/10/2022,CIUDAD DE MEXICO,IZTAPALAPA,LOCALIZADO(A),10/11/2022,JALISCO
06/11/2022,MUJER,40-44 AÑOS,MEXICANA,05/11/2022,CIUDAD DE MEXICO,CUAUHTEMOC,LOCALIZADO(A),06/11/2022,CIUDAD DE MEXICO
05/11/2022,MUJER,20-24 AÑOS,MEXICANA,03/11/2022,CIUDAD DE MEXICO,CUAUHTEMOC,DESAPARECIDO(A),,
04/11/2022,MUJER,40-44 AÑOS,MEXICANA,30/10/2022,CIUDAD DE MEXICO,MILPA ALTA,LOCALIZADO(A),06/11/2022,ESTADO DE MEXICO
04/11/2022,MUJER,51-54 AÑOS,MEXICANA,01/11/2022,CIUDAD DE MEXICO,XOCHIMILCO,LOCALIZADO(A),05/12/2022,CIUDAD DE MEXICO
04/11/2022,MUJER,40-44 AÑOS,MEXICANA,03/11/2022,CIUDAD DE MEXICO,ALVARO OBREGON,LOCALIZADO(A),10/11/2022,CIUDAD DE MEXICO
04/11/2022,HOMBRE,40-44 AÑOS,MEXICANA,01/06/2018,CIUDAD DE MEXICO,LA MAGDALENA CONTRERAS,DESAPARECIDO(A),,
03/11/2022,HOMBRE,20-24 AÑOS,MEXICANA,02/11/2022,CIUDAD DE MEXICO,TLAHUAC,LOCALIZADO(A),03/11/2022,CIUDAD DE MEXICO
02/11/2022,HOMBRE,35-39 AÑOS,MEXICANA,01/11/2022,CIUDAD DE MEXICO,GUSTAVO A. MADERO,DESAPARECIDO(A),,
02/11/2022,HOMBRE,30-34 AÑOS,MEXICANA,30/10/2022,CIUDAD DE MEXICO,GUSTAVO A. MADERO,LOCALIZADO(A),04/11/2022,ESTADO DE MEXICO
02/11/2022,HOMBRE,18-19 AÑOS,MEXICANA,28/10/2022,CIUDAD DE MEXICO,GUSTAVO A. MADERO,LOCALIZADO(A),07/11/2022,HIDALGO
02/11/2022,HOMBRE,60-64 AÑOS,MEXICANA,27/10/2022,CIUDAD DE MEXICO,GUSTAVO A. MADERO,DESAPARECIDO(A),,
01/11/2022,HOMBRE,51-54 AÑOS,MEXICANA,31/10/2022,CIUDAD DE MEXICO,IZTAPALAPA,LOCALIZADO(A),02/11/2022,CIUDAD DE MEXICO
01/11/2022,HOMBRE,35-39 AÑOS,MEXICANA,30/10/2022,CIUDAD DE MEXICO,MIGUEL HIDALGO,LOCALIZADO(A),07/11/2022,CIUDAD DE MEXICO
01/11/2022,HOMBRE,30-34 AÑOS,MEXICANA,30/10/2022,CIUDAD DE MEXICO,VENUSTIANO CARRANZA,LOCALIZADO(A),08/11/2022,ESTADO DE MEXICO
01/11/2022,MUJER,20-24 AÑOS,EXTRANJERA,29/10/2022,CIUDAD DE MEXICO,CUAUHTEMOC,LOCALIZADO(A),02/11/2022,CIUDAD DE MEXICO
01/11/2022,MUJER,15-17 AÑOS,MEXICANA,17/04/2022,CIUDAD DE MEXICO,MIGUEL HIDALGO,DESAPARECIDO(A),,
31/10/2022,HOMBRE,51-54 AÑOS,MEXICANA,23/11/2020,CIUDAD DE MEXICO,XOCHIMILCO,DESAPARECIDO(A),,
30/10/2022,MUJER,10-14 AÑOS,MEXICANA,26/02/2022,CIUDAD DE MEXICO,BENITO JUAREZ,LOCALIZADO(A),30/05/2023,CIUDAD DE MEXICO
30/10/2022,HOMBRE,30-34 AÑOS,MEXICANA,25/10/2022,CIUDAD DE MEXICO,GUSTAVO A. MADERO,LOCALIZADO(A),01/11/2022,CIUDAD DE MEXICO
29/10/2022,HOMBRE,25-29 AÑOS,MEXICANA,22/05/2022,CIUDAD DE MEXICO,VENUSTIANO CARRANZA,DESAPARECIDO(A),,
29/10/2022,HOMBRE,60-64 AÑOS,MEXICANA,01/09/2006,CIUDAD DE MEXICO,MIGUEL HIDALGO,DESAPARECIDO(A),,
28/10/2022,HOMBRE,70 AÑOS O MAS,MEXICANA,24/10/2022,CIUDAD DE MEXICO,CUAUHTEMOC,LOCALIZADO(A),30/10/2022,CIUDAD DE MEXICO
28/10/2022,HOMBRE,45-49 AÑOS,MEXICANA,21/10/2022,CIUDAD DE MEXICO,IZTAPALAPA,LOCALIZADO(A),29/10/2022,CIUDAD DE MEXICO
28/10/2022,MUJER,55-59 AÑOS,MEXICANA,27/10/2022,CIUDAD DE MEXICO,ALVARO OBREGON,LOCALIZADO(A),27/10/2022,CIUDAD DE MEXICO
26/10/2022,HOMBRE,35-39 AÑOS,MEXICANA,24/10/2022,CIUDAD DE MEXICO,BENITO JUAREZ,LOCALIZADO(A),26/10/2022,S/D
26/10/2022,HOMBRE,65-69 AÑOS,MEXICANA,01/06/2021,CIUDAD DE MEXICO,CUAUHTEMOC,DESAPARECIDO(A),,
26/10/2022,HOMBRE,70 AÑOS O MAS,MEXICANA,15/10/2022,CIUDAD DE MEXICO,GUSTAVO A. MADERO,LOCALIZADO(A),03/11/2022,CIUDAD DE MEXICO
26/10/2022,HOMBRE,15-17 AÑOS,MEXICANA,25/10/2022,CIUDAD DE MEXICO,XOCHIMILCO,LOCALIZADO(A),26/10/2022,S/D
25/10/2022,MUJER,18-19 AÑOS,MEXICANA,21/10/2022,CIUDAD DE MEXICO,CUAUHTEMOC,LOCALIZADO(A),27/10/2022,ESTADO DE MEXICO
25/10/2022,MUJER,40-44 AÑOS,MEXICANA,12/08/2022,CIUDAD DE MEXICO,MIGUEL HIDALGO,LOCALIZADO(A),10/04/2023,ESTADO DE MEXICO
25/10/2022,MUJER,40-44 AÑOS,MEXICANA,23/10/2022,CIUDAD DE MEXICO,XOCHIMILCO,LOCALIZADO(A),02/11/2022,CIUDAD DE MEXICO
24/10/2022,MUJER,51-54 AÑOS,MEXICANA,15/10/2022,CIUDAD DE MEXICO,CUAUHTEMOC,LOCALIZADO(A),26/10/2022,CIUDAD DE MEXICO
25/10/2022,MUJER,20-24 AÑOS,MEXICANA,28/07/2022,CIUDAD DE MEXICO,GUSTAVO A. MADERO,DESAPARECIDO(A),,
24/10/2022,HOMBRE,51-54 AÑOS,MEXICANA,25/07/2022,CIUDAD DE MEXICO,VENUSTIANO CARRANZA,DESAPARECIDO(A),,
24/10/2022,MUJER,15-17 AÑOS,MEXICANA,04/10/2022,CIUDAD DE MEXICO,IZTAPALAPA,LOCALIZADO(A),10/03/2023,S/D
24/10/2022,HOMBRE,30-34 AÑOS,MEXICANA,02/03/2022,CIUDAD DE MEXICO,S/D,DESAPARECIDO(A),,
21/10/2022,MUJER,70 AÑOS O MAS,MEXICANA,20/10/2022,CIUDAD DE MEXICO,TLALPAN,LOCALIZADO(A),22/10/2022,CIUDAD DE MEXICO
23/10/2022,HOMBRE,15-17 AÑOS,MEXICANA,22/10/2022,CIUDAD DE MEXICO,IZTAPALAPA,LOCALIZADO(A),24/10/2022,S/D
22/10/2022,HOMBRE,70 AÑOS O MAS,MEXICANA,22/10/2022,CIUDAD DE MEXICO,AZCAPOTZALCO,LOCALIZADO(A),23/10/2022,CIUDAD DE MEXICO
21/10/2022,HOMBRE,15-17 AÑOS,MEXICANA,20/10/2022,CIUDAD DE MEXICO,IZTAPALAPA,LOCALIZADO(A),21/10/2022,CIUDAD DE MEXICO
20/10/2022,HOMBRE,25-29 AÑOS,MEXICANA,18/10/2022,CIUDAD DE MEXICO,MIGUEL HIDALGO,LOCALIZADO(A),21/10/2022,CIUDAD DE MEXICO
20/10/2022,HOMBRE,70 AÑOS O MAS,MEXICANA,27/09/2022,CIUDAD DE MEXICO,COYOACAN,DESAPARECIDO(A),,
20/10/2022,MUJER,30-34 AÑOS,MEXICANA,10/10/2022,CIUDAD DE MEXICO,AZCAPOTZALCO,LOCALIZADO(A),07/11/2022,CIUDAD DE MEXICO
20/10/2022,HOMBRE,25-29 AÑOS,MEXICANA,17/10/2022,CIUDAD DE MEXICO,IZTACALCO,LOCALIZADO(A),23/10/2022,CIUDAD DE MEXICO
19/10/2022,MUJER,25-29 AÑOS,EXTRANJERA,16/10/2022,CIUDAD DE MEXICO,BENITO JUAREZ,LOCALIZADO(A),20/10/2022,S/D
19/10/2022,MUJER,40-44 AÑOS,MEXICANA,11/06/2022,CIUDAD DE MEXICO,IZTAPALAPA,DESAPARECIDO(A),,
19/10/2022,HOMBRE,15-17 AÑOS,EXTRANJERA,28/09/2022,CIUDAD DE MEXICO,XOCHIMILCO,DESAPARECIDO(A),,
19/10/2022,MUJER,35-39 AÑOS,MEXICANA,17/10/2022,CIUDAD DE MEXICO,TLAHUAC,LOCALIZADO(A),17/10/2022,CIUDAD DE MEXICO
19/10/2022,HOMBRE,15-17 AÑOS,EXTRANJERA,28/09/2022,CIUDAD DE MEXICO,XOCHIMILCO,DESAPARECIDO(A),,
19/10/2022,HOMBRE,30-34 AÑOS,MEXICANA,26/05/2022,CIUDAD DE MEXICO,GUSTAVO A. MADERO,LOCALIZADO(A),13/01/2023,S/D
19/10/2022,MUJER,10-14 AÑOS,MEXICANA,30/09/2022,CIUDAD DE MEXICO,TLAHUAC,LOCALIZADO(A),09/11/2022,S/D
17/10/2022,HOMBRE,10-14 AÑOS,MEXICANA,16/10/2022,CIUDAD DE MEXICO,COYOACAN,LOCALIZADO(A),24/02/2023,CIUDAD DE MEXICO
17/10/2022,MUJER,30-34 AÑOS,MEXICANA,13/10/2022,CIUDAD DE MEXICO,MILPA ALTA,LOCALIZADO(A),24/10/2022,OAXACA
17/10/2022,MUJER,10-14 AÑOS,MEXICANA,15/10/2022,CIUDAD DE MEXICO,CUAUHTEMOC,DESAPARECIDO(A),,
15/10/2022,HOMBRE,25-29 AÑOS,MEXICANA,15/10/2022,CIUDAD DE MEXICO,CUAUHTEMOC,LOCALIZADO(A),17/10/2022,CIUDAD DE MEXICO
15/10/2022,HOMBRE,70 AÑOS O MAS,MEXICANA,14/10/2022,CIUDAD DE MEXICO,CUAUHTEMOC,LOCALIZADO(A),15/10/2022,CIUDAD DE MEXICO
15/10/2022,HOMBRE,45-49 AÑOS,MEXICANA,21/09/2022,CIUDAD DE MEXICO,CUAUHTEMOC,DESAPARECIDO(A),,
15/10/2022,HOMBRE,30-34 AÑOS,MEXICANA,09/10/2022,CIUDAD DE MEXICO,VENUSTIANO CARRANZA,LOCALIZADO(A),18/10/2022,ESTADO DE MEXICO
22/03/2023,HOMBRE,30-34 AÑOS,MEXICANA,04/03/2023,CIUDAD DE MEXICO,IZTAPALAPA,DESAPARECIDO(A),,
14/10/2022,MUJER,15-17 AÑOS,MEXICANA,13/10/2022,CIUDAD DE MEXICO,GUSTAVO A. MADERO,LOCALIZADO(A),20/10/2022,PUEBLA
14/10/2022,HOMBRE,35-39 AÑOS,MEXICANA,09/10/2022,ESTADO DE MEXICO,TLALMANALCO,DESAPARECIDO(A),,
14/10/2022,HOMBRE,55-59 AÑOS,MEXICANA,02/10/2022,CIUDAD DE MEXICO,XOCHIMILCO,LOCALIZADO(A),14/10/2022,S/D
14/10/2022,HOMBRE,51-54 AÑOS,MEXICANA,01/10/2022,CIUDAD DE MEXICO,XOCHIMILCO,LOCALIZADO(A),14/10/2022,CIUDAD DE MEXICO
13/10/2022,HOMBRE,51-54 AÑOS,MEXICANA,04/09/2022,CIUDAD DE MEXICO,CUAUHTEMOC,DESAPARECIDO(A),,
13/10/2022,HOMBRE,25-29 AÑOS,MEXICANA,10/09/2022,CIUDAD DE MEXICO,IZTAPALAPA,LOCALIZADO(A),17/10/2022,CIUDAD DE MEXICO
12/10/2022,MUJER,15-17 AÑOS,MEXICANA,11/10/2022,CIUDAD DE MEXICO,CUAUHTEMOC,LOCALIZADO(A),21/10/2022,S/D
12/10/2022,HOMBRE,30-34 AÑOS,MEXICANA,05/10/2022,CIUDAD DE MEXICO,LA MAGDALENA CONTRERAS,DESAPARECIDO(A),,
12/10/2022,HOMBRE,20-24 AÑOS,MEXICANA,10/09/2022,CIUDAD DE MEXICO,CUAUHTEMOC,DESAPARECIDO(A),,
11/10/2022,HOMBRE,15-17 AÑOS,MEXICANA,10/10/2022,CIUDAD DE MEXICO,CUAJIMALPA DE MORELOS,LOCALIZADO(A),14/10/2022,S/D
11/10/2022,HOMBRE,30-34 AÑOS,MEXICANA,27/09/2012,CIUDAD DE MEXICO,IZTAPALAPA,DESAPARECIDO(A),,
11/10/2022,HOMBRE,20-24 AÑOS,MEXICANA,18/09/2022,CIUDAD DE MEXICO,GUSTAVO A. MADERO,DESAPARECIDO(A),,
10/10/2022,MUJER,15-17 AÑOS,MEXICANA,02/10/2022,CIUDAD DE MEXICO,TLAHUAC,DESAPARECIDO(A),,
10/10/2022,MUJER,35-39 AÑOS,MEXICANA,28/06/2021,CIUDAD DE MEXICO,GUSTAVO A. MADERO,LOCALIZADO(A),10/02/2023,CIUDAD DE MEXICO
10/10/2022,HOMBRE,15-17 AÑOS,MEXICANA,23/06/2022,CIUDAD DE MEXICO,TLALPAN,DESAPARECIDO(A),,
10/10/2022,HOMBRE,30-34 AÑOS,MEXICANA,05/10/2022,CIUDAD DE MEXICO,TLALPAN,LOCALIZADO(A),11/10/2022,CIUDAD DE MEXICO
09/10/2022,HOMBRE,30-34 AÑOS,MEXICANA,08/10/2022,CIUDAD DE MEXICO,CUAUHTEMOC,LOCALIZADO(A),14/10/2022,ESTADO DE MEXICO
09/10/2022,HOMBRE,30-34 AÑOS,MEXICANA,06/10/2022,CIUDAD DE MEXICO,LA MAGDALENA CONTRERAS,LOCALIZADO(A),11/10/2022,CIUDAD DE MEXICO
09/10/2022,HOMBRE,40-44 AÑOS,MEXICANA,17/08/2022,CIUDAD DE MEXICO,CUAUHTEMOC,LOCALIZADO(A),26/10/2022,CIUDAD DE MEXICO
09/10/2022,MUJER,15-17 AÑOS,MEXICANA,07/10/2022,CIUDAD DE MEXICO,CUAUHTEMOC,LOCALIZADO(A),09/10/2022,CIUDAD DE MEXICO
08/10/2022,HOMBRE,10-14 AÑOS,MEXICANA,23/09/2022,CIUDAD DE MEXICO,IZTAPALAPA,LOCALIZADO(A),08/11/2022,CIUDAD DE MEXICO
07/10/2022,MUJER,10-14 AÑOS,MEXICANA,29/09/2022,CIUDAD DE MEXICO,TLALPAN,LOCALIZADO(A),08/11/2022,CIUDAD DE MEXICO
07/10/2022,MUJER,51-54 AÑOS,MEXICANA,28/09/2022,CIUDAD DE MEXICO,IZTACALCO,LOCALIZADO(A),08/10/2022,CIUDAD DE MEXICO
06/10/2022,HOMBRE,25-29 AÑOS,MEXICANA,27/09/2022,CIUDAD DE MEXICO,AZCAPOTZALCO,LOCALIZADO(A),09/10/2022,S/D
06/10/2022,HOMBRE,30-34 AÑOS,MEXICANA,03/10/2022,CIUDAD DE MEXICO,MIGUEL HIDALGO,LOCALIZADO(A),11/01/2023,CIUDAD DE MEXICO
06/10/2022,HOMBRE,30-34 AÑOS,MEXICANA,28/09/2022,CIUDAD DE MEXICO,VENUSTIANO CARRANZA,LOCALIZADO(A),17/10/2022,CIUDAD DE MEXICO
06/10/2022,HOMBRE,30-34 AÑOS,MEXICANA,03/10/2022,CIUDAD DE MEXICO,COYOACAN,LOCALIZADO(A),13/10/2022,CIUDAD DE MEXICO
06/10/2022,HOMBRE,40-44 AÑOS,MEXICANA,03/10/2022,CIUDAD DE MEXICO,GUSTAVO A. MADERO,LOCALIZADO(A),07/10/2022,ESTADO DE MEXICO
06/10/2022,MUJER,20-24 AÑOS,MEXICANA,03/10/2022,CIUDAD DE MEXICO,CUAUHTEMOC,LOCALIZADO(A),07/10/2022,CIUDAD DE MEXICO
05/10/2022,HOMBRE,55-59 AÑOS,MEXICANA,03/10/2022,CIUDAD DE MEXICO,IZTACALCO,LOCALIZADO(A),05/10/2022,ESTADO DE MEXICO
04/10/2022,HOMBRE,70 AÑOS O MAS,MEXICANA,23/09/2022,CIUDAD DE MEXICO,CUAUHTEMOC,LOCALIZADO(A),09/10/2022,ESTADO DE MEXICO
04/10/2022,MUJER,15-17 AÑOS,MEXICANA,03/10/2022,CIUDAD DE MEXICO,BENITO JUAREZ,DESAPARECIDO(A),,
04/10/2022,HOMBRE,15-17 AÑOS,EXTRANJERA,13/09/2022,CIUDAD DE MEXICO,XOCHIMILCO,DESAPARECIDO(A),,
03/10/2022,HOMBRE,30-34 AÑOS,MEXICANA,01/10/2022,CIUDAD DE MEXICO,GUSTAVO A. MADERO,LOCALIZADO(A),07/10/2022,CIUDAD DE MEXICO
03/10/2022,HOMBRE,30-34 AÑOS,MEXICANA,01/10/2022,CIUDAD DE MEXICO,TLALPAN,DESAPARECIDO(A),,
02/10/2022,MUJER,15-17 AÑOS,MEXICANA,11/09/2022,CIUDAD DE MEXICO,IZTAPALAPA,LOCALIZADO(A),30/11/2022,CIUDAD DE MEXICO
02/10/2022,MUJER,15-17 AÑOS,MEXICANA,30/09/2022,CIUDAD DE MEXICO,CUAUHTEMOC,LOCALIZADO(A),02/10/2022,S/D
30/09/2022,HOMBRE,70 AÑOS O MAS,MEXICANA,30/09/2022,CIUDAD DE MEXICO,COYOACAN,LOCALIZADO(A),30/09/2022,CIUDAD DE MEXICO
01/10/2022,MUJER,10-14 AÑOS,MEXICANA,30/09/2022,CIUDAD DE MEXICO,IZTAPALAPA,LOCALIZADO(A),03/10/2022,S/D
30/09/2022,HOMBRE,30-34 AÑOS,MEXICANA,24/09/2022,CIUDAD DE MEXICO,AZCAPOTZALCO,LOCALIZADO(A),03/10/2022,CIUDAD DE MEXICO
30/09/2022,HOMBRE,40-44 AÑOS,MEXICANA,29/09/2022,CIUDAD DE MEXICO,ALVARO OBREGON,LOCALIZADO(A),15/03/2023,CIUDAD DE MEXICO
29/09/2022,MUJER,10-14 AÑOS,MEXICANA,28/08/2022,CIUDAD DE MEXICO,CUAJIMALPA DE MORELOS,DESAPARECIDO(A),,
29/09/2022,MUJER,10-14 AÑOS,MEXICANA,28/08/2022,CIUDAD DE MEXICO,CUAJIMALPA DE MORELOS,DESAPARECIDO(A),,
29/09/2022,HOMBRE,15-17 AÑOS,MEXICANA,28/09/2022,CIUDAD DE MEXICO,CUAUHTEMOC,LOCALIZADO(A),30/09/2022,CIUDAD DE MEXICO
29/09/2022,HOMBRE,25-29 AÑOS,MEXICANA,24/09/2022,CIUDAD DE MEXICO,VENUSTIANO CARRANZA,LOCALIZADO(A),30/09/2022,CIUDAD DE MEXICO
29/09/2022,MUJER,15-17 AÑOS,MEXICANA,25/09/2022,CIUDAD DE MEXICO,TLALPAN,LOCALIZADO(A),30/09/2022,MORELOS
29/09/2022,HOMBRE,30-34 AÑOS,MEXICANA,31/08/2022,CIUDAD DE MEXICO,VENUSTIANO CARRANZA,LOCALIZADO(A),15/11/2022,CIUDAD DE MEXICO
29/09/2022,HOMBRE,30-34 AÑOS,MEXICANA,24/09/2022,CIUDAD DE MEXICO,AZCAPOTZALCO,LOCALIZADO(A),28/09/2022,CIUDAD DE MEXICO
28/09/2022,MUJER,15-17 AÑOS,EXTRANJERA,27/09/2022,CIUDAD DE MEXICO,AZCAPOTZALCO,LOCALIZADO(A),01/02/2023,CIUDAD DE MEXICO
28/09/2022,MUJER,25-29 AÑOS,MEXICANA,18/09/2022,CIUDAD DE MEXICO,AZCAPOTZALCO,LOCALIZADO(A),30/09/2022,CIUDAD DE MEXICO
28/09/2022,MUJER,15-17 AÑOS,MEXICANA,10/09/2022,CIUDAD DE MEXICO,IZTAPALAPA,LOCALIZADO(A),28/11/2022,CIUDAD DE MEXICO
28/09/2022,HOMBRE,25-29 AÑOS,MEXICANA,13/09/2022,CIUDAD DE MEXICO,ALVARO OBREGON,DESAPARECIDO(A),,
28/09/2022,HOMBRE,30-34 AÑOS,MEXICANA,27/09/2022,CIUDAD DE MEXICO,AZCAPOTZALCO,LOCALIZADO(A),10/12/2022,CIUDAD DE MEXICO
28/09/2022,HOMBRE,15-17 AÑOS,MEXICANA,14/09/2022,CIUDAD DE MEXICO,COYOACAN,LOCALIZADO(A),02/05/2023,CIUDAD DE MEXICO
27/09/2022,MUJER,15-17 AÑOS,MEXICANA,27/09/2022,CIUDAD DE MEXICO,LA MAGDALENA CONTRERAS,LOCALIZADO(A),28/09/2022,CIUDAD DE MEXICO
27/09/2022,MUJER,15-17 AÑOS,MEXICANA,26/09/2022,CIUDAD DE MEXICO,GUSTAVO A. MADERO,DESAPARECIDO(A),,
27/09/2022,HOMBRE,30-34 AÑOS,MEXICANA,31/08/2022,CIUDAD DE MEXICO,TLAHUAC,LOCALIZADO(A),03/04/2023,CIUDAD DE MEXICO
26/09/2022,HOMBRE,35-39 AÑOS,MEXICANA,22/09/2022,CIUDAD DE MEXICO,ALVARO OBREGON,LOCALIZADO(A),27/09/2022,CIUDAD DE MEXICO
26/09/2022,HOMBRE,70 AÑOS O MAS,MEXICANA,24/09/2022,CIUDAD DE MEXICO,IZTAPALAPA,LOCALIZADO(A),26/09/2022,TLAXCALA
26/09/2022,MUJER,30-34 AÑOS,MEXICANA,13/07/2022,CIUDAD DE MEXICO,CUAJIMALPA DE MORELOS,LOCALIZADO(A),16/12/2022,CIUDAD DE MEXICO
25/09/2022,HOMBRE,15-17 AÑOS,MEXICANA,10/09/2022,CIUDAD DE MEXICO,XOCHIMILCO,DESAPARECIDO(A),,
25/09/2022,MUJER,18-19 AÑOS,MEXICANA,10/09/2022,CIUDAD DE MEXICO,XOCHIMILCO,DESAPARECIDO(A),,
25/09/2022,MUJER,15-17 AÑOS,MEXICANA,16/09/2022,CIUDAD DE MEXICO,XOCHIMILCO,LOCALIZADO(A),22/12/2022,S/D
24/09/2022,HOMBRE,30-34 AÑOS,MEXICANA,23/09/2022,CIUDAD DE MEXICO,VENUSTIANO CARRANZA,LOCALIZADO(A),25/09/2022,S/D
23/09/2022,MUJER,10-14 AÑOS,MEXICANA,14/09/2022,CIUDAD DE MEXICO,TLAHUAC,LOCALIZADO(A),04/10/2022,CIUDAD DE MEXICO
17/02/2023,HOMBRE,18-19 AÑOS,MEXICANA,14/02/2023,CIUDAD DE MEXICO,GUSTAVO A. MADERO,LOCALIZADO(A),24/02/2023,S/D
23/09/2022,MUJER,00-04 AÑOS,MEXICANA,21/09/2022,CIUDAD DE MEXICO,IZTAPALAPA,LOCALIZADO(A),25/09/2022,PUEBLA
23/09/2022,MUJER,18-19 AÑOS,MEXICANA,21/09/2022,CIUDAD DE MEXICO,IZTAPALAPA,LOCALIZADO(A),25/09/2022,PUEBLA
23/09/2022,MUJER,10-14 AÑOS,MEXICANA,15/09/2022,CIUDAD DE MEXICO,MIGUEL HIDALGO,LOCALIZADO(A),28/09/2022,CIUDAD DE MEXICO
22/09/2022,HOMBRE,45-49 AÑOS,MEXICANA,22/07/2022,CIUDAD DE MEXICO,TLAHUAC,DESAPARECIDO(A),,
22/09/2022,HOMBRE,10-14 AÑOS,MEXICANA,21/09/2022,CIUDAD DE MEXICO,ALVARO OBREGON,LOCALIZADO(A),23/09/2022,S/D
22/09/2022,HOMBRE,10-14 AÑOS,MEXICANA,31/08/2022,CIUDAD DE MEXICO,XOCHIMILCO,LOCALIZADO(A),02/01/2023,CIUDAD DE MEXICO
22/09/2022,HOMBRE,55-59 AÑOS,MEXICANA,01/12/2017,CIUDAD DE MEXICO,CUAUHTEMOC,DESAPARECIDO(A),,
30/03/2023,MUJER,15-17 AÑOS,MEXICANA,10/03/2023,CIUDAD DE MEXICO,COYOACAN,LOCALIZADO(A),12/04/2023,PUEBLA
22/09/2022,HOMBRE,45-49 AÑOS,MEXICANA,19/07/2022,CIUDAD DE MEXICO,MIGUEL HIDALGO,LOCALIZADO(A),26/09/2022,CIUDAD DE MEXICO
21/09/2022,HOMBRE,35-39 AÑOS,MEXICANA,02/09/2022,CIUDAD DE MEXICO,IZTAPALAPA,DESAPARECIDO(A),,
21/09/2022,MUJER,25-29 AÑOS,MEXICANA,06/09/2022,CIUDAD DE MEXICO,CUAUHTEMOC,LOCALIZADO(A),05/10/2022,CIUDAD DE MEXICO
21/09/2022,MUJER,40-44 AÑOS,MEXICANA,19/09/2022,CIUDAD DE MEXICO,TLALPAN,LOCALIZADO(A),27/09/2022,CIUDAD DE MEXICO
