Fecha de reporte ,Sexo,Grupo de Edad,Nacionalidad,Fecha de desaparicion,Entidad de desaparicion,Municipio/Alcadia de la desaparicion,Estatus,Fecha de localizacion,Entidad de la localizacion
12/11/2021,MUJER,15-17 AÑOS,MEXICANA,09/11/2021,CIUDAD DE MEXICO,TLAHUAC,DESAPARECIDO(A),,
11/11/2021,MUJER,10-14 AÑOS,MEXICANA,11/11/2021,CIUDAD DE MEXICO,BENITO JUAREZ,LOCALIZADO(A),11/11/2021,CIUDAD DE MEXICO
11/11/2021,HOMBRE,20-24 AÑOS,MEXICANA,05/11/2021,CIUDAD DE MEXICO,GUSTAVO A. MADERO,LOCALIZADO(A),20/11/2021,S/D
10/11/2021,HOMBRE,25-29 AÑOS,MEXICANA,24/10/2021,CIUDAD DE MEXICO,VENUSTIANO CARRANZA,LOCALIZADO(A),17/12/2021,GUERRERO
11/11/2021,HOMBRE,25-29 AÑOS,MEXICANA,06/11/2021,CIUDAD DE MEXICO,XOCHIMILCO,LOCALIZADO(A),22/11/2021,VERACRUZ
10/11/2021,MUJER,20-24 AÑOS,MEXICANA,03/11/2021,CIUDAD DE MEXICO,IZTAPALAPA,LOCALIZADO(A),07/12/2021,S/D
10/11/2021,HOMBRE,20-24 AÑOS,MEXICANA,08/11/2021,CIUDAD DE MEXICO,IZTAPALAPA,LOCALIZADO(A),10/11/2021,CIUDAD DE MEXICO
21/12/2021,HOMBRE,40-44 AÑOS,MEXICANA,06/12/2021,CIUDAD DE MEXICO,GUSTAVO A. MADERO,DESAPARECIDO(A),,
09/11/2021,HOMBRE,18-19 AÑOS,MEXICANA,25/10/2021,CIUDAD DE MEXICO,TLAHUAC,DESAPARECIDO(A),,
09/11/2021,HOMBRE,40-44 AÑOS,MEXICANA,02/11/2016,CIUDAD DE MEXICO,MILPA ALTA,DESAPARECIDO(A),,
09/11/2021,HOMBRE,60-64 AÑOS,MEXICANA,06/11/2021,CIUDAD DE MEXICO,CUAUHTEMOC,LOCALIZADO(A),17/11/2021,S/D
09/11/2021,HOMBRE,40-44 AÑOS,MEXICANA,06/11/2021,CIUDAD DE MEXICO,MILPA ALTA,LOCALIZADO(A),07/11/2021,CIUDAD DE MEXICO
08/11/2021,HOMBRE,20-24 AÑOS,MEXICANA,08/11/2021,CIUDAD DE MEXICO,BENITO JUAREZ,LOCALIZADO(A),S/D,CIUDAD DE MEXICO
08/11/2021,HOMBRE,30-34 AÑOS,MEXICANA,05/11/2021,CIUDAD DE MEXICO,IZTAPALAPA,LOCALIZADO(A),08/11/2021,CIUDAD DE MEXICO
08/11/2021,HOMBRE,25-29 AÑOS,MEXICANA,05/11/2021,CIUDAD DE MEXICO,IZTAPALAPA,LOCALIZADO(A),06/11/2021,S/D
07/11/2021,HOMBRE,60-64 AÑOS,MEXICANA,02/11/2021,CIUDAD DE MEXICO,CUAUHTEMOC,LOCALIZADO(A),19/11/2021,S/D
05/11/2021,HOMBRE,20-24 AÑOS,MEXICANA,30/10/2021,CIUDAD DE MEXICO,MILPA ALTA,LOCALIZADO(A),05/11/2021,CIUDAD DE MEXICO
05/11/2021,HOMBRE,40-44 AÑOS,MEXICANA,01/11/2021,CIUDAD DE MEXICO,ALVARO OBREGON,LOCALIZADO(A),12/11/2021,S/D
21/12/2021,MUJER,18-19 AÑOS,MEXICANA,20/12/2021,CIUDAD DE MEXICO,TLALPAN,LOCALIZADO(A),21/12/2021,CIUDAD DE MEXICO
21/12/2021,HOMBRE,30-34 AÑOS,MEXICANA,03/12/2021,CIUDAD DE MEXICO,TLALPAN,DESAPARECIDO(A),,
05/11/2021,HOMBRE,45-49 AÑOS,MEXICANA,03/11/2021,CIUDAD DE MEXICO,IZTAPALAPA,LOCALIZADO(A),03/11/2021,CIUDAD DE MEXICO
04/11/2021,HOMBRE,15-17 AÑOS,MEXICANA,25/10/2021,CIUDAD DE MEXICO,GUSTAVO A. MADERO,LOCALIZADO(A),05/11/2021,S/D
04/11/2021,MUJER,18-19 AÑOS,MEXICANA,31/10/2021,CIUDAD DE MEXICO,IZTAPALAPA,LOCALIZADO(A),24/11/2021,S/D
04/11/2021,HOMBRE,18-19 AÑOS,MEXICANA,15/09/2021,CIUDAD DE MEXICO,AZCAPOTZALCO,LOCALIZADO(A),24/12/2021,CIUDAD DE MEXICO
04/05/2023,HOMBRE,25-29 AÑOS,MEXICANA,30/03/2023,CIUDAD DE MEXICO,CUAUHTEMOC,LOCALIZADO(A),14/05/2023,ESTADO DE MEXICO
20/12/2021,HOMBRE,35-39 AÑOS,MEXICANA,19/12/2021,CIUDAD DE MEXICO,IZTAPALAPA,LOCALIZADO(A),08/01/2022,ESTADO DE MEXICO
20/12/2021,MUJER,35-39 AÑOS,MEXICANA,13/12/2021,CIUDAD DE MEXICO,VENUSTIANO CARRANZA,DESAPARECIDO(A),,
02/11/2021,HOMBRE,45-49 AÑOS,MEXICANA,31/10/2021,CIUDAD DE MEXICO,IZTAPALAPA,LOCALIZADO(A),08/11/2021,CIUDAD DE MEXICO
01/11/2021,HOMBRE,45-49 AÑOS,MEXICANA,26/10/2021,CIUDAD DE MEXICO,MIGUEL HIDALGO,LOCALIZADO(A),01/11/2021,CIUDAD DE MEXICO
01/11/2021,MUJER,60-64 AÑOS,MEXICANA,29/10/2021,CIUDAD DE MEXICO,COYOACAN,LOCALIZADO(A),29/10/2021,CIUDAD DE MEXICO
01/11/2021,HOMBRE,45-49 AÑOS,MEXICANA,25/10/2021,CIUDAD DE MEXICO,BENITO JUAREZ,LOCALIZADO(A),04/11/2021,CIUDAD DE MEXICO
26/08/2022,HOMBRE,65-69 AÑOS,MEXICANA,10/08/2022,CIUDAD DE MEXICO,AZCAPOTZALCO,DESAPARECIDO(A),,
21/12/2021,HOMBRE,20-24 AÑOS,MEXICANA,17/12/2021,CIUDAD DE MEXICO,CUAUHTEMOC,DESAPARECIDO(A),,
20/12/2021,HOMBRE,70 AÑOS O MAS,MEXICANA,13/12/2021,CIUDAD DE MEXICO,IZTAPALAPA,LOCALIZADO(A),04/01/2022,S/D
14/03/2022,MUJER,15-17 AÑOS,MEXICANA,04/03/2022,CIUDAD DE MEXICO,TLAHUAC,LOCALIZADO(A),17/05/2022,HIDALGO
20/12/2021,HOMBRE,25-29 AÑOS,MEXICANA,05/12/2020,CIUDAD DE MEXICO,AZCAPOTZALCO,LOCALIZADO(A),06/12/2021,CIUDAD DE MEXICO
17/12/2021,MUJER,30-34 AÑOS,MEXICANA,11/12/2021,CIUDAD DE MEXICO,XOCHIMILCO,DESAPARECIDO(A),,
16/12/2021,HOMBRE,40-44 AÑOS,MEXICANA,13/12/2021,CIUDAD DE MEXICO,BENITO JUAREZ,DESAPARECIDO(A),,
16/12/2021,MUJER,15-17 AÑOS,MEXICANA,25/11/2021,CIUDAD DE MEXICO,VENUSTIANO CARRANZA,DESAPARECIDO(A),,
09/02/2022,HOMBRE,55-59 AÑOS,MEXICANA,06/02/2022,CIUDAD DE MEXICO,ALVARO OBREGON,LOCALIZADO(A),03/03/2022,CIUDAD DE MEXICO
29/10/2021,MUJER,30-34 AÑOS,EXTRANJERA,20/10/2021,CIUDAD DE MEXICO,CUAUHTEMOC,DESAPARECIDO(A),,
29/10/2021,HOMBRE,,MEXICANA,25/10/2021,CIUDAD DE MEXICO,GUSTAVO A. MADERO,LOCALIZADO(A),01/11/2021,CIUDAD DE MEXICO
29/10/2021,HOMBRE,40-44 AÑOS,MEXICANA,31/08/2021,CIUDAD DE MEXICO,GUSTAVO A. MADERO,DESAPARECIDO(A),,
29/10/2021,HOMBRE,30-34 AÑOS,MEXICANA,15/10/2021,CIUDAD DE MEXICO,ALVARO OBREGON,DESAPARECIDO(A),,
29/10/2021,HOMBRE,30-34 AÑOS,MEXICANA,14/05/2021,CIUDAD DE MEXICO,IZTAPALAPA,DESAPARECIDO(A),,
29/10/2021,HOMBRE,40-44 AÑOS,MEXICANA,25/10/2021,CIUDAD DE MEXICO,GUSTAVO A. MADERO,LOCALIZADO(A),25/10/2021,CIUDAD DE MEXICO
29/10/2021,HOMBRE,35-39 AÑOS,MEXICANA,27/10/2021,CIUDAD DE MEXICO,MIGUEL HIDALGO,LOCALIZADO(A),29/10/2021,ESTADO DE MEXICO
28/10/2021,MUJER,35-39 AÑOS,MEXICANA,19/08/2021,CIUDAD DE MEXICO,IZTACALCO,DESAPARECIDO(A),,
28/10/2021,HOMBRE,45-49 AÑOS,MEXICANA,22/10/2021,CIUDAD DE MEXICO,CUAUHTEMOC,LOCALIZADO(A),01/11/2021,CIUDAD DE MEXICO
28/10/2021,HOMBRE,18-19 AÑOS,MEXICANA,21/10/2021,CIUDAD DE MEXICO,GUSTAVO A. MADERO,LOCALIZADO(A),01/11/2021,CIUDAD DE MEXICO
28/10/2021,HOMBRE,40-44 AÑOS,MEXICANA,07/10/2021,CIUDAD DE MEXICO,IZTAPALAPA,DESAPARECIDO(A),,
28/10/2021,HOMBRE,35-39 AÑOS,MEXICANA,26/10/2021,CIUDAD DE MEXICO,COYOACAN,LOCALIZADO(A),28/10/2021,CIUDAD DE MEXICO
28/10/2021,MUJER,10-14 AÑOS,MEXICANA,27/10/2021,CIUDAD DE MEXICO,XOCHIMILCO,LOCALIZADO(A),03/11/2021,CIUDAD DE MEXICO
28/10/2021,HOMBRE,25-29 AÑOS,MEXICANA,26/10/2021,CIUDAD DE MEXICO,VENUSTIANO CARRANZA,LOCALIZADO(A),29/10/2021,S/D
26/10/2021,MUJER,20-24 AÑOS,MEXICANA,30/01/2020,CIUDAD DE MEXICO,TLALPAN,LOCALIZADO(A),28/10/2021,BAJA CALIFORNIA
26/10/2021,HOMBRE,20-24 AÑOS,MEXICANA,24/10/2021,CIUDAD DE MEXICO,GUSTAVO A. MADERO,LOCALIZADO(A),29/10/2021,CIUDAD DE MEXICO
16/12/2021,HOMBRE,20-24 AÑOS,MEXICANA,13/12/2021,CIUDAD DE MEXICO,IZTAPALAPA,LOCALIZADO(A),29/12/2021,CIUDAD DE MEXICO
16/12/2021,HOMBRE,70 AÑOS O MAS,MEXICANA,06/06/2019,CIUDAD DE MEXICO,BENITO JUAREZ,DESAPARECIDO(A),,
28/10/2021,HOMBRE,35-39 AÑOS,MEXICANA,23/10/2021,CIUDAD DE MEXICO,IZTAPALAPA,LOCALIZADO(A),01/11/2021,CIUDAD DE MEXICO
16/12/2021,HOMBRE,55-59 AÑOS,MEXICANA,15/12/2021,CIUDAD DE MEXICO,IZTAPALAPA,DESAPARECIDO(A),,
15/12/2021,MUJER,40-44 AÑOS,MEXICANA,31/08/2021,CIUDAD DE MEXICO,TLALPAN,DESAPARECIDO(A),,
25/10/2021,HOMBRE,20-24 AÑOS,MEXICANA,17/09/2021,CIUDAD DE MEXICO,ALVARO OBREGON,LOCALIZADO(A),25/10/2021,CIUDAD DE MEXICO
25/10/2021,HOMBRE,30-34 AÑOS,MEXICANA,21/10/2021,CIUDAD DE MEXICO,AZCAPOTZALCO,LOCALIZADO(A),26/10/2021,CIUDAD DE MEXICO
25/10/2021,MUJER,20-24 AÑOS,MEXICANA,17/10/2021,CIUDAD DE MEXICO,VENUSTIANO CARRANZA,LOCALIZADO(A),01/11/2021,CIUDAD DE MEXICO
25/10/2021,HOMBRE,40-44 AÑOS,MEXICANA,22/10/2021,CIUDAD DE MEXICO,IZTAPALAPA,LOCALIZADO(A),25/10/2021,ESTADO DE MEXICO
23/10/2021,HOMBRE,30-34 AÑOS,MEXICANA,21/10/2021,CIUDAD DE MEXICO,BENITO JUAREZ,LOCALIZADO(A),23/10/2021,ESTADO DE MEXICO
22/10/2021,MUJER,15-17 AÑOS,MEXICANA,19/10/2021,CIUDAD DE MEXICO,VENUSTIANO CARRANZA,LOCALIZADO(A),25/10/2021,CIUDAD DE MEXICO
22/10/2021,HOMBRE,20-24 AÑOS,MEXICANA,08/10/2021,CIUDAD DE MEXICO,GUSTAVO A. MADERO,LOCALIZADO(A),31/10/2021,CIUDAD DE MEXICO
22/10/2021,HOMBRE,70 AÑOS O MAS,MEXICANA,21/10/2021,CIUDAD DE MEXICO,ALVARO OBREGON,LOCALIZADO(A),22/10/2021,S/D
22/10/2021,MUJER,25-29 AÑOS,EXTRANJERA,13/10/2021,CIUDAD DE MEXICO,COYOACAN,LOCALIZADO(A),01/11/2021,S/D
22/10/2021,HOMBRE,35-39 AÑOS,EXTRANJERA,03/10/2021,CIUDAD DE MEXICO,MIGUEL HIDALGO,LOCALIZADO(A),03/10/2021,CIUDAD DE MEXICO
15/12/2021,HOMBRE,45-49 AÑOS,MEXICANA,11/12/2021,CIUDAD DE MEXICO,TLAHUAC,LOCALIZADO(A),19/12/2021,CIUDAD DE MEXICO
22/10/2021,HOMBRE,25-29 AÑOS,MEXICANA,17/10/2021,CIUDAD DE MEXICO,CUAUHTEMOC,LOCALIZADO(A),27/10/2021,S/D
22/10/2021,HOMBRE,30-34 AÑOS,MEXICANA,20/10/2021,CIUDAD DE MEXICO,CUAUHTEMOC,LOCALIZADO(A),24/10/2021,S/D
22/10/2021,HOMBRE,70 AÑOS O MAS,MEXICANA,20/10/2021,CIUDAD DE MEXICO,IZTAPALAPA,LOCALIZADO(A),S/D,S/D
20/10/2021,HOMBRE,20-24 AÑOS,MEXICANA,29/09/2021,CIUDAD DE MEXICO,IZTAPALAPA,DESAPARECIDO(A),,
16/10/2021,HOMBRE,25-29 AÑOS,MEXICANA,29/09/2021,CIUDAD DE MEXICO,CUAUHTEMOC,DESAPARECIDO(A),,
20/10/2021,HOMBRE,45-49 AÑOS,MEXICANA,28/02/2013,CIUDAD DE MEXICO,VENUSTIANO CARRANZA,DESAPARECIDO(A),,
20/10/2021,MUJER,40-44 AÑOS,MEXICANA,15/10/2021,CIUDAD DE MEXICO,CUAUHTEMOC,LOCALIZADO(A),12/11/2021,S/D
20/10/2021,MUJER,65-69 AÑOS,MEXICANA,17/10/2021,CIUDAD DE MEXICO,CUAUHTEMOC,LOCALIZADO(A),21/10/2021,CIUDAD DE MEXICO
20/10/2021,HOMBRE,40-44 AÑOS,MEXICANA,18/10/2021,CIUDAD DE MEXICO,XOCHIMILCO,LOCALIZADO(A),21/10/2021,CIUDAD DE MEXICO
19/10/2021,MUJER,40-44 AÑOS,MEXICANA,12/10/2021,CIUDAD DE MEXICO,IZTAPALAPA,LOCALIZADO(A),23/10/2021,S/D
19/10/2021,HOMBRE,30-34 AÑOS,MEXICANA,18/10/2021,CIUDAD DE MEXICO,BENITO JUAREZ,LOCALIZADO(A),21/10/2021,CIUDAD DE MEXICO
19/10/2021,HOMBRE,35-39 AÑOS,MEXICANA,17/10/2021,CIUDAD DE MEXICO,CUAUHTEMOC,LOCALIZADO(A),21/10/2021,S/D
19/10/2021,MUJER,70 AÑOS O MAS,MEXICANA,15/10/2021,CIUDAD DE MEXICO,COYOACAN,LOCALIZADO(A),03/11/2021,S/D
20/10/2021,MUJER,15-17 AÑOS,MEXICANA,20/10/2021,CIUDAD DE MEXICO,GUSTAVO A. MADERO,LOCALIZADO(A),21/10/2021,S/D
19/10/2021,HOMBRE,30-34 AÑOS,MEXICANA,12/10/2021,CIUDAD DE MEXICO,VENUSTIANO CARRANZA,LOCALIZADO(A),21/10/2021,CIUDAD DE MEXICO
18/10/2021,HOMBRE,40-44 AÑOS,MEXICANA,02/10/2021,CIUDAD DE MEXICO,IZTAPALAPA,LOCALIZADO(A),25/10/2021,CIUDAD DE MEXICO
18/10/2021,MUJER,10-14 AÑOS,MEXICANA,16/10/2021,CIUDAD DE MEXICO,VENUSTIANO CARRANZA,LOCALIZADO(A),20/10/2021,CIUDAD DE MEXICO
18/10/2021,HOMBRE,45-49 AÑOS,MEXICANA,13/07/2021,CIUDAD DE MEXICO,CUAUHTEMOC,DESAPARECIDO(A),,
17/10/2021,HOMBRE,60-64 AÑOS,MEXICANA,16/10/2021,CIUDAD DE MEXICO,MIGUEL HIDALGO,LOCALIZADO(A),17/10/2021,CIUDAD DE MEXICO
17/10/2021,MUJER,15-17 AÑOS,MEXICANA,17/10/2021,CIUDAD DE MEXICO,BENITO JUAREZ,LOCALIZADO(A),20/10/2021,S/D
10/12/2021,HOMBRE,45-49 AÑOS,EXTRANJERA,13/11/2021,CIUDAD DE MEXICO,IZTAPALAPA,DESAPARECIDO(A),,
15/10/2021,MUJER,10-14 AÑOS,MEXICANA,15/10/2021,CIUDAD DE MEXICO,XOCHIMILCO,LOCALIZADO(A),19/10/2021,S/D
15/10/2021,HOMBRE,20-24 AÑOS,EXTRANJERA,09/10/2021,CIUDAD DE MEXICO,IZTAPALAPA,LOCALIZADO(A),03/01/2022,NUEVO LEON
15/10/2021,HOMBRE,30-34 AÑOS,MEXICANA,04/02/2021,CIUDAD DE MEXICO,ALVARO OBREGON,DESAPARECIDO(A),,
10/12/2021,HOMBRE,18-19 AÑOS,MEXICANA,11/07/2019,CIUDAD DE MEXICO,TLAHUAC,LOCALIZADO(A),17/07/2021,CIUDAD DE MEXICO
15/10/2021,HOMBRE,25-29 AÑOS,MEXICANA,26/09/2018,CIUDAD DE MEXICO,TLAHUAC,DESAPARECIDO(A),,
15/10/2021,HOMBRE,30-34 AÑOS,MEXICANA,08/10/2021,CIUDAD DE MEXICO,BENITO JUAREZ,DESAPARECIDO(A),,
15/10/2021,HOMBRE,00-04 AÑOS,MEXICANA,18/10/2006,CIUDAD DE MEXICO,CUAUHTEMOC,DESAPARECIDO(A),,
14/10/2021,HOMBRE,15-17 AÑOS,MEXICANA,08/04/2019,CIUDAD DE MEXICO,ALVARO OBREGON,LOCALIZADO(A),13/09/2021,S/D
13/10/2021,HOMBRE,18-19 AÑOS,MEXICANA,08/10/2021,CIUDAD DE MEXICO,TLALPAN,LOCALIZADO(A),14/10/2021,CIUDAD DE MEXICO
13/10/2021,HOMBRE,35-39 AÑOS,MEXICANA,10/10/2021,CIUDAD DE MEXICO,ALVARO OBREGON,LOCALIZADO(A),13/10/2021,S/D
13/10/2021,MUJER,15-17 AÑOS,MEXICANA,08/10/2021,CIUDAD DE MEXICO,IZTAPALAPA,LOCALIZADO(A),19/10/2021,S/D
13/10/2021,HOMBRE,25-29 AÑOS,MEXICANA,06/10/2021,ESTADO DE MEXICO,TULTITLAN,LOCALIZADO(A),15/05/2022,CIUDAD DE MEXICO
10/12/2021,MUJER,15-17 AÑOS,MEXICANA,16/12/2020,CIUDAD DE MEXICO,IZTACALCO,LOCALIZADO(A),18/12/2020,S/D
10/12/2021,HOMBRE,35-39 AÑOS,MEXICANA,18/10/2021,CIUDAD DE MEXICO,IZTAPALAPA,DESAPARECIDO(A),,
13/10/2021,HOMBRE,65-69 AÑOS,MEXICANA,01/10/2021,CIUDAD DE MEXICO,CUAUHTEMOC,LOCALIZADO(A),26/11/2021,S/D
13/10/2021,HOMBRE,30-34 AÑOS,MEXICANA,08/10/2021,CIUDAD DE MEXICO,CUAUHTEMOC,LOCALIZADO(A),18/10/2021,S/D
12/10/2021,HOMBRE,40-44 AÑOS,MEXICANA,28/09/2021,CIUDAD DE MEXICO,IZTAPALAPA,DESAPARECIDO(A),,
12/10/2021,MUJER,70 AÑOS O MAS,MEXICANA,25/09/2021,CIUDAD DE MEXICO,IZTAPALAPA,LOCALIZADO(A),28/09/2021,CIUDAD DE MEXICO
12/10/2021,HOMBRE,35-39 AÑOS,MEXICANA,19/06/2021,CIUDAD DE MEXICO,IZTAPALAPA,DESAPARECIDO(A),,
12/10/2021,MUJER,15-17 AÑOS,MEXICANA,10/10/2021,CIUDAD DE MEXICO,CUAUHTEMOC,LOCALIZADO(A),11/10/2021,S/D
12/10/2021,MUJER,18-19 AÑOS,MEXICANA,11/10/2021,CIUDAD DE MEXICO,CUAUHTEMOC,LOCALIZADO(A),12/10/2021,CIUDAD DE MEXICO
11/10/2021,HOMBRE,70 AÑOS O MAS,MEXICANA,10/10/2021,CIUDAD DE MEXICO,MIGUEL HIDALGO,LOCALIZADO(A),11/10/2021,CIUDAD DE MEXICO
12/10/2021,HOMBRE,45-49 AÑOS,MEXICANA,23/08/2021,CIUDAD DE MEXICO,IZTAPALAPA,DESAPARECIDO(A),,
10/10/2021,MUJER,20-24 AÑOS,MEXICANA,08/10/2021,CIUDAD DE MEXICO,GUSTAVO A. MADERO,LOCALIZADO(A),14/10/2021,S/D
08/10/2021,HOMBRE,35-39 AÑOS,MEXICANA,21/09/2021,CIUDAD DE MEXICO,GUSTAVO A. MADERO,DESAPARECIDO(A),,
08/10/2021,MUJER,30-34 AÑOS,MEXICANA,07/10/2021,CIUDAD DE MEXICO,VENUSTIANO CARRANZA,LOCALIZADO(A),08/10/2021,S/D
08/10/2021,HOMBRE,60-64 AÑOS,MEXICANA,15/09/2021,CIUDAD DE MEXICO,ALVARO OBREGON,DESAPARECIDO(A),,
08/10/2021,MUJER,15-17 AÑOS,MEXICANA,06/10/2021,CIUDAD DE MEXICO,TLAHUAC,LOCALIZADO(A),14/10/2021,S/D
07/10/2021,HOMBRE,30-34 AÑOS,MEXICANA,07/09/2020,CIUDAD DE MEXICO,TLAHUAC,DESAPARECIDO(A),,
07/10/2021,HOMBRE,45-49 AÑOS,MEXICANA,15/09/2021,CIUDAD DE MEXICO,AZCAPOTZALCO,DESAPARECIDO(A),,
07/10/2021,HOMBRE,25-29 AÑOS,EXTRANJERA,15/08/2021,CIUDAD DE MEXICO,CUAUHTEMOC,LOCALIZADO(A),05/11/2021,S/D
07/10/2021,MUJER,25-29 AÑOS,MEXICANA,17/03/2017,CIUDAD DE MEXICO,VENUSTIANO CARRANZA,DESAPARECIDO(A),,
05/10/2021,HOMBRE,40-44 AÑOS,MEXICANA,21/06/2018,CIUDAD DE MEXICO,IZTAPALAPA,DESAPARECIDO(A),,
05/10/2021,HOMBRE,00-04 AÑOS,MEXICANA,18/04/2021,CIUDAD DE MEXICO,GUSTAVO A. MADERO,DESAPARECIDO(A),,
05/10/2021,MUJER,05-09 AÑOS,MEXICANA,18/04/2021,CIUDAD DE MEXICO,GUSTAVO A. MADERO,DESAPARECIDO(A),,
04/10/2021,HOMBRE,60-64 AÑOS,MEXICANA,27/04/2021,CIUDAD DE MEXICO,CUAUHTEMOC,DESAPARECIDO(A),,
04/10/2021,HOMBRE,30-34 AÑOS,MEXICANA,30/09/2021,CIUDAD DE MEXICO,COYOACAN,LOCALIZADO(A),04/10/2021,S/D
04/10/2021,HOMBRE,70 AÑOS O MAS,MEXICANA,02/10/2021,CIUDAD DE MEXICO,TLAHUAC,LOCALIZADO(A),04/10/2021,CIUDAD DE MEXICO
03/10/2021,MUJER,15-17 AÑOS,EXTRANJERA,01/10/2021,CIUDAD DE MEXICO,TLALPAN,LOCALIZADO(A),06/10/2021,CIUDAD DE MEXICO
02/10/2021,HOMBRE,18-19 AÑOS,MEXICANA,26/09/2021,CIUDAD DE MEXICO,CUAUHTEMOC,LOCALIZADO(A),04/10/2021,S/D
02/10/2021,MUJER,00-04 AÑOS,MEXICANA,27/09/2021,CIUDAD DE MEXICO,IZTAPALAPA,DESAPARECIDO(A),,
01/10/2021,MUJER,20-24 AÑOS,MEXICANA,30/09/2021,CIUDAD DE MEXICO,CUAUHTEMOC,LOCALIZADO(A),02/10/2021,S/D
30/09/2021,MUJER,30-34 AÑOS,MEXICANA,30/09/2021,CIUDAD DE MEXICO,AZCAPOTZALCO,LOCALIZADO(A),01/10/2021,ESTADO DE MEXICO
30/09/2021,HOMBRE,45-49 AÑOS,MEXICANA,29/09/2021,CIUDAD DE MEXICO,TLALPAN,LOCALIZADO(A),30/09/2021,S/D
30/09/2021,HOMBRE,65-69 AÑOS,MEXICANA,27/09/2021,CIUDAD DE MEXICO,IZTACALCO,DESAPARECIDO(A),,
30/09/2021,HOMBRE,20-24 AÑOS,MEXICANA,27/09/2021,CIUDAD DE MEXICO,IZTAPALAPA,LOCALIZADO(A),29/09/2021,S/D
30/09/2021,MUJER,70 AÑOS O MAS,MEXICANA,09/09/2021,CIUDAD DE MEXICO,GUSTAVO A. MADERO,LOCALIZADO(A),28/09/2021,CIUDAD DE MEXICO
29/09/2021,HOMBRE,30-34 AÑOS,MEXICANA,15/12/2010,CIUDAD DE MEXICO,MILPA ALTA,DESAPARECIDO(A),,
28/09/2021,HOMBRE,70 AÑOS O MAS,MEXICANA,20/09/2021,CIUDAD DE MEXICO,CUAUHTEMOC,LOCALIZADO(A),04/10/2021,S/D
28/09/2021,HOMBRE,55-59 AÑOS,MEXICANA,23/09/2021,CIUDAD DE MEXICO,CUAUHTEMOC,LOCALIZADO(A),29/09/2021,CIUDAD DE MEXICO
28/09/2021,HOMBRE,45-49 AÑOS,MEXICANA,23/09/2021,CIUDAD DE MEXICO,MIGUEL HIDALGO,LOCALIZADO(A),15/10/2021,S/D
28/09/2021,MUJER,35-39 AÑOS,MEXICANA,26/09/2021,CIUDAD DE MEXICO,ALVARO OBREGON,LOCALIZADO(A),30/09/2021,CIUDAD DE MEXICO
28/09/2021,MUJER,25-29 AÑOS,MEXICANA,23/09/2021,CIUDAD DE MEXICO,IZTAPALAPA,LOCALIZADO(A),26/09/2021,CIUDAD DE MEXICO
27/09/2021,MUJER,35-39 AÑOS,MEXICANA,20/09/2021,CIUDAD DE MEXICO,CUAUHTEMOC,DESAPARECIDO(A),,
27/09/2021,HOMBRE,18-19 AÑOS,MEXICANA,26/09/2021,CIUDAD DE MEXICO,AZCAPOTZALCO,LOCALIZADO(A),27/09/2021,CIUDAD DE MEXICO
27/09/2021,HOMBRE,70 AÑOS O MAS,EXTRANJERA,13/09/2021,CIUDAD DE MEXICO,MIGUEL HIDALGO,LOCALIZADO(A),28/09/2021,CIUDAD DE MEXICO
24/09/2021,HOMBRE,51-54 AÑOS,S/D,14/09/2021,CIUDAD DE MEXICO,VENUSTIANO CARRANZA,DESAPARECIDO(A),,
24/09/2021,HOMBRE,51-54 AÑOS,S/D,18/09/2021,CIUDAD DE MEXICO,ALVARO OBREGON,LOCALIZADO(A),24/09/2021,CIUDAD DE MEXICO
24/09/2021,HOMBRE,45-49 AÑOS,MEXICANA,28/07/2021,CIUDAD DE MEXICO,VENUSTIANO CARRANZA,DESAPARECIDO(A),,
23/09/2021,HOMBRE,51-54 AÑOS,MEXICANA,18/09/2021,CIUDAD DE MEXICO,IZTAPALAPA,DESAPARECIDO(A),,
23/09/2021,HOMBRE,45-49 AÑOS,S/D,20/09/2021,CIUDAD DE MEXICO,ALVARO OBREGON,DESAPARECIDO(A),,
23/09/2021,HOMBRE,45-49 AÑOS,MEXICANA,25/09/2015,CIUDAD DE MEXICO,GUSTAVO A. MADERO,DESAPARECIDO(A),,
23/09/2021,HOMBRE,30-34 AÑOS,MEXICANA,12/09/2021,CIUDAD DE MEXICO,CUAJIMALPA DE MORELOS,LOCALIZADO(A),24/09/2021,S/D
22/09/2021,HOMBRE,70 AÑOS O MAS,MEXICANA,13/09/2021,CIUDAD DE MEXICO,TLAHUAC,LOCALIZADO(A),29/09/2021,ESTADO DE MEXICO
22/09/2021,MUJER,15-17 AÑOS,MEXICANA,19/09/2021,CIUDAD DE MEXICO,IZTAPALAPA,LOCALIZADO(A),22/09/2021,CIUDAD DE MEXICO
21/09/2021,HOMBRE,40-44 AÑOS,MEXICANA,08/11/2020,CIUDAD DE MEXICO,IZTAPALAPA,DESAPARECIDO(A),,
20/09/2021,MUJER,25-29 AÑOS,MEXICANA,22/07/2010,CIUDAD DE MEXICO,VENUSTIANO CARRANZA,DESAPARECIDO(A),,
20/09/2021,HOMBRE,25-29 AÑOS,MEXICANA,01/01/2014,CIUDAD DE MEXICO,IZTAPALAPA,DESAPARECIDO(A),,
19/09/2021,MUJER,70 AÑOS O MAS,EXTRANJERA,13/09/2021,CIUDAD DE MEXICO,ALVARO OBREGON,LOCALIZADO(A),S/D,CIUDAD DE MEXICO
